A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,Monto,Fraude
0,11,360,0,0,0,0,0,0,AR,0.45,0,2,1,0,3,0.00,0.00,91.60,38.28,1
3,20,330931,0,0,0,0,0,0,AR,0.67,0,2,1,0,3,0.00,0.00,3.33,36.70,1
0,17,428005,0,2,0.026,0,0,0,AR,,0,1,1,0,4,0.00,0.00,2.47,10.34,1
0,5,2000,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,14.79,12.86,1
0,14,121017,0,0,0,0,0,0,AR,,2,4,4,0,1,0.00,0.00,89.61,81.86,1
0,16,17971,0,0,0,0,0,0,AR,,0,1,1,0,4,0.00,0.00,19.33,30.98,1
0,15,17974,0,0,0,0,0,0,AR,,0,1,1,0,4,0.00,0.00,19.73,30.98,1
0,5,19578,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,88.73,28.20,1
0,2,90,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,12.75,236.28,1
0,12,105626,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,5.73,75.45,1
0,6,5747,0,0,0,0,0,0,AR,0.69,2,2,2,0,2,24.10,0.00,23.23,34.08,1
1,7,97776,0,0,0,0,0,0,AR,0.67,1,1,1,0,2,0.00,0.00,86.60,47.20,1
0,5,423,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,25.00,280.91,1
0,16,1845,1,3,0.021,0,1,2,AR,,0,2,1,0,1,0.00,0.00,20.85,94.46,1
0,12,247,0,0,0,0,0,0,AR,0.52,0,2,1,0,4,0.00,0.00,17.98,42.83,1
0,15,1542,0,0,0,0,0,0,AR,0.40,0,1,1,0,4,0.00,0.00,5.37,89.21,1
0,10,,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,18.29,35.65,1
0,15,2924,0,0,0,0,0,0,AR,,0,3,1,0,1,0.00,0.00,50.75,86.64,1
0,16,,0,0,0,0,0,0,AR,0.55,0,1,1,0,1,0.00,0.00,25.91,48.73,1
0,15,82483,0,4,0.001,0,0,4,AR,,0,2,1,0,1,0.00,0.00,85.37,39.64,1
0,7,13986,0,1,0.024,0,0,1,AR,0.60,0,1,1,0,1,0.00,0.00,24.77,27.60,1
0,14,4602,0,2,0.01,0,0,0,AR,,1,1,1,0,3,0.00,50.88,12.73,57.46,1
0,7,158,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,17.47,113.28,1
0,8,66464,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,15.43,19.93,1
0,11,2672,0,0,0,0,0,0,AR,,0,1,1,0,3,0.00,0.00,31.69,158.09,1
1,10,103747,0,0,0,0,0,0,AR,,0,2,1,0,4,0.00,0.00,11.50,189.64,1
0,15,8944,0,0,0,0,0,0,AR,,0,2,1,0,2,0.00,0.00,64.46,18.95,1
0,8,833,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,83.93,84.01,1
0,6,1342,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,18.98,26.30,1
0,11,28151,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,96.94,78.54,1
0,14,432292,0,0,0,0,0,0,AR,,1,2,1,0,2,62.68,0.00,16.07,62.68,1
0,15,439,0,0,0,0,0,0,AR,,1,2,1,0,2,62.68,0.00,45.56,60.62,1
0,4,61984,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,6.91,63.20,1
0,16,3,0,4,0.004,0,0,0,AR,,0,1,1,0,2,0.00,0.00,82.84,23.14,1
0,7,,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,30.48,631.99,1
0,6,1765,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,98.16,72.35,1
0,8,11230,0,0,0,0,0,0,AR,0.48,1,1,1,0,1,72.35,0.00,98.90,30.67,1
0,4,3341,0,0,0,0,0,0,AR,0.71,0,2,1,0,1,0.00,0.00,34.65,81.07,1
1,2,17366,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,7.88,142.33,1
0,15,15902,0,0,0,0,0,0,AR,0.58,0,1,1,0,4,0.00,0.00,18.83,42.38,1
1,11,30644,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,32.99,199.89,1
0,11,48931,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,83.03,28.94,1
0,18,6896,0,0,0,0,0,0,AR,,0,3,1,0,2,0.00,0.00,95.80,19.82,1
0,18,3290,1,0,0,0.062,0,0,AR,0.68,1,3,1,0,1,0.00,41.59,54.96,47.39,1
0,6,0,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,19.28,137.06,1
0,10,17845,0,3,0,0,0,3,AR,,0,2,1,0,4,0.00,0.00,98.15,94.41,1
0,16,1530,0,0,0,0,0,0,AR,,0,1,1,1,2,0.00,0.00,24.45,71.11,1
0,6,5531,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,25.26,37.01,1
0,17,7828,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,89.46,20.40,1
2,20,6108,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,90.44,316.23,1
0,10,15824,6,3,0.029,0,0,3,AR,,0,1,1,0,1,0.00,0.00,69.80,669.21,1
0,8,8296,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,15.97,10.28,1
0,16,75604,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,92.87,68.48,1
0,7,1042,0,0,0,0,0,0,AR,0.63,0,2,1,0,4,0.00,0.00,26.20,131.73,1
0,16,1505,0,0,0,0,0,0,AR,0.88,0,1,1,0,2,0.00,0.00,6.97,31.58,1
0,16,39541,0,0,0,0,0,0,AR,0.64,0,1,1,0,2,0.00,0.00,5.61,49.55,1
0,10,15904,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,87.70,78.33,1
0,6,328744,0,6,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,87.36,119.51,1
0,7,33323,0,3,0.002,0,0,3,AR,,0,1,1,0,2,0.00,0.00,91.50,42.96,1
1,15,2854,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,91.49,94.83,1
2,13,12964,0,0,0,0,0,0,AR,,0,8,1,0,3,0.00,0.00,95.97,134.34,1
0,10,68004,0,6,0.072,0,0,0,AR,,1,1,1,0,1,0.00,0.00,34.69,292.56,1
0,10,3273,0,1,0.082,0,0,0,AR,0.69,0,2,1,0,1,0.00,0.00,55.24,21.03,1
0,14,19982,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,11.32,28.31,1
3,11,3642,0,0,0,0,0,0,AR,0.81,0,2,1,0,3,0.00,0.00,10.59,246.66,1
0,4,5522,0,0,0,0,0,0,AR,,1,1,1,0,4,0.00,0.00,89.36,42.12,1
0,10,,0,0,0,0,0,0,AR,,0,6,1,0,3,0.00,0.00,17.37,71.90,1
0,10,13967,0,0,0,0,0,0,AR,,2,2,2,0,2,0.00,0.00,18.66,45.81,1
0,9,859,4,0,0,0.013,4,0,AR,,1,1,2,0,1,0.00,0.00,98.51,52.45,1
3,11,30865,0,0,0,0,0,0,AR,0.58,2,3,1,0,1,0.00,0.00,30.24,"1,449.59",1
0,7,184,0,0,0,0,0,0,AR,0.65,1,2,2,0,1,93.02,0.00,10.71,93.02,1
0,9,332,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,6.76,26.36,1
0,10,5259,0,0,0,0,0,0,AR,0.58,0,1,1,0,2,0.00,0.00,19.61,79.07,1
0,13,76454,0,0,0,0,0,0,AR,,3,3,3,0,5,0.00,0.00,19.17,27.23,1
0,9,18141,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,7.09,28.57,1
0,12,12492,0,1,0,0,0,1,AR,,0,2,1,0,4,0.00,0.00,98.30,158.09,1
1,3,334922,0,1,0.16,0,0,0,AR,,0,1,1,0,2,0.00,0.00,2.57,163.36,1
0,8,6900,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,12.68,19.45,1
0,13,17692,0,0,0,0,0,0,AR,,0,2,1,0,2,0.00,0.00,29.78,25.19,1
1,6,,0,0,0,0,0,0,AR,0.73,1,1,1,0,1,0.00,0.00,37.57,463.89,1
0,12,500367,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,15.89,44.75,1
0,7,17780,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,16.67,48.46,1
0,14,3638,0,0,0,0,0,0,AR,,2,2,1,0,1,0.00,0.00,9.02,89.61,1
0,13,3597,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,93.11,124.92,1
0,13,16002,0,0,0,0,0,0,AR,0.56,0,1,1,0,2,0.00,0.00,84.14,29.99,1
0,10,71684,0,0,0,0,0,0,AR,,0,1,1,0,3,0.00,0.00,21.27,29.89,1
0,8,952,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,25.39,63.38,1
0,9,695,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,31.14,99.33,1
0,13,26318,0,0,0,0,0,0,AR,0.56,0,1,1,0,2,0.00,0.00,87.15,29.02,1
1,13,31027,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,4.33,"1,638.73",1
1,2,38632,0,0,0,0,0,0,AR,0.75,2,3,1,0,2,0.00,0.00,27.44,100.39,1
2,11,3340,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,50.11,792.91,1
0,3,2882,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,33.77,62.02,1
0,11,11,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,84.34,105.68,1
0,8,0,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,49.94,105.41,1
0,9,15,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,83.30,105.62,1
0,10,13386,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,4.21,34.31,1
0,5,1740,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,87.32,72.52,1
0,2,435270,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,7.43,174.40,1
0,8,435598,0,0,0,0,0,0,AR,,0,2,1,0,2,0.00,0.00,86.35,174.40,1
0,16,64,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,97.09,660.80,1
0,12,4749,0,1,0.082,0,0,0,AR,0.65,0,2,1,0,1,0.00,0.00,63.41,21.09,1
0,11,5413,0,0,0,0,0,0,AR,0.50,2,3,2,0,4,0.00,0.00,29.88,29.08,1
0,20,0,0,4,0.222,0,0,1,AR,,0,1,1,0,4,0.00,0.00,89.12,"2,939.23",1
0,3,13065,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,14.43,26.43,1
0,5,5735,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,18.18,47.31,1
1,18,4943,0,1,0,0,0,0,AR,0.36,0,1,1,0,5,0.00,0.00,66.89,211.40,1
0,12,,0,2,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,18.16,55.93,1
0,8,18048,0,0,0,0,0,0,AR,,0,1,1,0,2,0.00,0.00,3.54,67.04,1
0,3,41,0,0,0,0,0,0,AR,0.78,0,2,1,0,3,0.00,0.00,27.14,112.01,1
1,9,65,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,22.07,258.98,1
0,5,5984,0,0,0,0,0,0,AR,0.55,0,3,1,0,1,0.00,0.00,94.95,34.10,1
0,2,124217,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,23.54,113.45,1
1,14,39,0,0,0,0,0,0,AR,0.55,0,1,1,0,1,0.00,0.00,44.95,13.11,1
1,14,31614,0,0,0,0,0,0,AR,0.55,0,1,1,0,1,0.00,0.00,53.42,17.82,1
0,3,12749,0,0,0,0,0,0,AR,0.72,0,4,1,0,1,0.00,0.00,18.67,175.88,1
2,16,51264,0,0,0,0,0,0,AR,,1,2,1,0,1,0.00,0.00,63.80,52.76,1
3,6,103165,0,0,0,0,0,0,AR,,0,3,1,0,1,0.00,0.00,23.84,845.72,1
0,1,637,0,0,0,0,0,0,AR,0.77,1,2,2,0,1,206.17,0.00,13.34,87.23,1
0,8,1539,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,30.86,126.87,1
0,10,18088,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,9.38,40.35,1
0,15,27745,0,2,1,0,0,0,AR,,1,2,2,0,3,79.82,0.00,96.37,39.91,1
1,8,19099,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,70.55,339.23,1
0,3,675,0,0,0,0,0,0,AR,0.75,0,2,1,0,1,0.00,0.00,56.46,36.95,1
0,4,218,0,0,0,0,0,0,AR,0.74,0,2,1,0,1,0.00,0.00,62.02,105.68,1
0,14,708,0,0,0,0,0,0,AR,,1,3,1,0,1,0.00,0.00,29.47,52.81,1
0,12,145,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,24.52,195.60,1
0,10,114,0,1,0.082,0,0,0,AR,0.66,0,4,1,0,2,0.00,0.00,54.12,7.24,1
0,13,9614,0,0,0,0,0,0,AR,,0,1,1,0,4,0.00,0.00,56.29,30.53,1
0,8,336345,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,8.27,73.96,1
0,17,321,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,36.83,95.10,1
1,15,5350,0,0,0,0,0,0,AR,,4,3,1,0,1,0.00,0.00,48.01,26.38,1
0,6,31177,0,0,0,0,0,0,AR,0.65,1,3,3,0,1,771.71,0.00,21.87,385.85,1
0,3,1024,0,0,0,0,0,0,AR,,1,2,1,0,2,0.00,0.00,14.12,19.98,1
0,16,42535,4,0,0,0.014,3,0,AR,0.66,1,1,1,0,1,0.00,0.00,41.52,18.45,1
0,14,12618,0,0,0,0,0,0,AR,0.43,0,2,1,0,2,0.00,0.00,24.15,68.67,1
0,14,74,0,0,0,0,0,0,AR,0.67,0,2,1,0,2,0.00,0.00,8.17,52.81,1
0,12,36157,1,1,0,1,0,0,AR,,1,2,1,0,4,0.00,0.00,48.76,87.23,1
1,12,47513,0,0,0,0,0,0,AR,0.61,0,2,1,0,2,0.00,0.00,50.83,8.93,1
1,12,7564,0,0,0,0,0,0,AR,0.61,0,2,1,0,2,0.00,0.00,56.39,10.52,1
2,6,164,0,0,0,0,0,0,AR,0.63,1,9,1,0,4,0.00,0.00,84.49,25.90,1
0,10,78333,0,1,0,0,0,1,AR,0.58,1,1,1,0,1,32.68,0.00,15.33,38.83,1
0,16,4431,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,24.15,34.84,1
0,14,4190,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,45.99,36.95,1
2,16,798,0,0,0,0,0,0,AR,,0,1,1,0,3,0.00,0.00,85.18,185.02,1
0,5,720,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,69.79,211.40,1
0,9,2152,0,0,0,0,0,0,AR,,2,3,1,0,1,0.00,0.00,8.18,84.16,1
0,4,715,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,4.95,211.40,1
0,11,502947,0,1,0,0,0,1,AR,0.56,1,1,1,0,1,71.51,0.00,14.11,19.82,1
0,10,6212,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,11.21,50.17,1
0,7,54321,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,11.73,84.53,1
0,11,3067,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,46.12,110.70,1
0,4,336814,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,16.18,581.45,1
0,15,337021,0,0,0,0,0,0,AR,,0,2,1,0,4,0.00,0.00,91.13,55.98,1
1,10,102344,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,87.32,285.41,1
0,14,3248,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,83.05,60.79,1
0,8,581,0,0,0,0,0,0,AR,0.64,1,1,1,0,1,60.79,0.00,56.77,51.32,1
0,9,7014,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,15.47,33.25,1
0,15,12316,0,1,0.082,0,0,0,AR,0.57,1,4,1,0,2,0.00,0.00,65.98,20.27,1
0,3,436775,10,0,0,0.013,6,0,AR,,0,2,1,0,2,0.00,0.00,82.85,114.72,1
0,10,7807,0,0,0,0,0,0,AR,0.56,0,1,1,0,1,0.00,0.00,78.83,22.00,1
0,11,18683,0,0,0,0,0,0,AR,0.58,1,1,1,0,1,33.25,0.00,29.10,30.37,1
0,4,6718,0,0,0,0,0,0,AR,0.72,0,1,1,0,2,0.00,0.00,48.53,68.46,1
0,10,6936,0,0,0,0,0,0,AR,0.49,2,3,1,0,1,0.00,15.08,60.43,9.99,1
0,11,,0,0,0,0,0,0,AR,0.58,1,1,1,0,1,0.00,0.00,18.82,22.48,1
0,1,11178,0,0,0,0,0,0,AR,,1,3,1,0,3,0.00,0.00,1.74,189.88,1
0,4,368330,0,0,0,0,0,0,AR,,2,3,3,0,2,0.00,0.00,33.17,105.47,1
0,13,234,0,0,0,0,0,0,AR,,0,2,1,0,2,0.00,0.00,19.96,41.94,1
0,16,28121,0,0,0,0,0,0,AR,,0,5,1,0,1,0.00,0.00,98.97,21.05,1
0,3,337783,0,0,0,0,0,0,AR,0.90,1,1,1,0,1,0.00,0.00,69.57,378.23,1
2,14,437349,0,0,0,0,0,0,AR,,0,3,1,0,5,0.00,0.00,10.56,110.74,1
2,14,36676,0,0,0,0,0,0,AR,,0,3,1,0,5,0.00,0.00,10.64,42.68,1
0,12,5327,0,0,0,0,0,0,AR,0.51,0,3,1,0,6,0.00,0.00,11.74,68.53,1
0,10,2172,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,15.03,48.70,1
0,10,5,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,89.91,105.36,1
0,13,0,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,95.07,105.47,1
0,16,7567,0,0,0,0,0,0,AR,,0,3,1,0,5,0.00,0.00,69.77,17.60,1
1,5,38695,0,0,0,0,0,0,AR,0.82,1,1,1,0,3,398.08,0.00,18.90,105.49,1
0,6,5912,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,16.66,208.40,1
1,8,4598,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,57.77,179.38,1
0,9,2090,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,73.78,443.12,1
0,12,273,0,0,0,0,0,0,AR,,1,1,1,0,3,0.00,0.00,20.25,26.33,1
0,13,3023,0,0,0,0,0,0,AR,0.48,0,3,1,0,6,0.00,0.00,17.38,32.66,1
0,9,18277,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,31.93,52.18,1
0,4,2696,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,28.38,89.64,1
0,16,1927,0,0,0,0,0,0,AR,0.43,0,3,1,0,6,0.00,0.00,21.96,49.86,1
0,11,696,0,0,0,0,0,0,AR,,0,3,1,0,3,0.00,0.00,6.92,126.57,1
3,16,5100,0,0,0,0,0,0,AR,0.40,3,3,2,0,2,0.00,0.00,21.46,20.47,1
0,11,1077,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,18.29,113.17,1
1,14,12414,1,1,0.002,0,1,1,AR,0.58,1,4,4,1,1,0.00,344.51,99.58,36.61,1
0,6,431,0,0,0,0,0,0,AR,0.75,1,1,1,0,2,0.00,0.00,45.98,100.08,1
0,7,7155,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,6.32,73.81,1
0,2,11954,0,1,0.25,0,0,1,AR,0.88,0,1,1,0,4,0.00,0.00,4.30,68.32,1
0,15,13882,6,3,0.001,0.019,4,2,AR,,0,2,1,0,3,0.00,0.00,93.60,65.90,1
0,19,1023,0,2,1,0,0,0,AR,0.65,0,1,1,0,2,0.00,0.00,92.67,42.15,1
0,20,39,0,2,1,0,0,0,AR,0.64,0,1,1,0,2,0.00,0.00,94.18,47.48,1
0,16,71872,0,1,0.021,0,0,0,AR,0.50,0,1,1,0,3,0.00,0.00,28.65,17.94,1
0,10,,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,40.35,238.26,1
0,10,2210,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,34.34,71.22,1
0,10,,0,4,0.01,0,0,2,AR,,0,2,1,0,3,0.00,0.00,7.32,99.50,1
1,14,3359,0,0,0,0,0,0,AR,0.57,0,2,1,0,2,0.00,0.00,53.21,15.60,1
1,13,6294,0,0,0,0,0,0,AR,,2,2,2,0,3,0.00,0.00,46.62,437.85,1
0,8,17267,0,1,0.013,0,0,1,AR,0.58,0,1,1,0,1,0.00,0.00,25.70,79.09,1
0,10,,0,0,0,0,0,0,AR,,0,3,1,0,4,0.00,0.00,18.72,31.55,1
0,13,8946,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,13.46,100.19,1
0,5,438,0,0,0,0,0,0,AR,,0,1,1,0,3,0.00,0.00,37.11,126.52,1
0,6,17163,0,0,0,0,0,0,AR,,0,3,1,0,4,0.00,0.00,20.40,39.73,1
0,9,1983,0,0,0,0,0,0,AR,,0,3,1,0,4,0.00,0.00,11.03,73.81,1
0,6,8407,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,23.51,52.71,1
0,9,338048,1,1,0,1,0,0,AR,,1,2,1,0,4,0.00,0.00,49.42,75.39,1
1,11,38622,0,0,0,0,0,0,AR,0.57,2,3,1,0,4,0.00,0.00,91.50,45.35,1
0,13,,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,98.70,30.97,1
0,13,1681,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,44.36,141.39,1
3,11,14866,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,72.64,305.37,1
0,7,474,0,0,0,0,0,0,AR,,1,2,2,0,2,0.00,0.00,3.87,63.11,1
0,14,18786,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,8.43,94.91,1
0,16,71957,0,1,0,0,0,0,AR,0.45,0,2,1,0,3,0.00,0.00,11.54,31.92,1
0,8,1714,0,0,0,0,0,0,AR,,0,2,1,0,3,0.00,0.00,95.95,89.11,1
0,16,64184,0,0,0,0,0,0,AR,,0,1,1,0,3,0.00,0.00,97.61,57.98,1
0,18,,0,6,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,85.91,102.19,1
0,7,30064,3,0,0,0.013,2,0,AR,,1,1,1,0,1,0.00,0.00,99.30,158.22,1
1,5,14857,0,0,0,0,0,0,AR,,0,2,1,0,3,0.00,0.00,12.04,305.37,1
0,13,24935,0,0,0,0,0,0,AR,,0,4,1,0,2,0.00,0.00,87.54,47.75,1
1,3,6016,0,0,0,0,0,0,AR,0.89,0,1,1,0,3,0.00,0.00,9.10,262.63,1
1,3,6019,0,0,0,0,0,0,AR,0.89,0,1,1,0,3,0.00,0.00,10.05,262.63,1
0,7,5622,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,82.51,52.71,1
0,4,66659,1,0,0,0.111,0,0,AR,,1,1,1,0,1,0.00,0.00,12.25,162.11,1
0,9,304,0,1,1,0,0,0,AR,0.73,0,1,1,0,1,0.00,0.00,38.19,255.88,1
0,11,16173,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,17.17,13.14,1
0,3,3115,0,0,0,0,0,0,AR,,2,2,2,0,2,0.00,0.00,50.13,68.59,1
0,15,7566,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,21.97,24.16,1
0,14,5403,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,20.32,68.53,1
0,12,18632,0,0,0,0,0,0,AR,0.60,1,1,1,0,2,37.30,0.00,37.37,31.13,1
0,12,12803,0,0,0,0,0,0,AR,0.46,1,2,2,0,1,47.00,0.00,8.55,47.00,1
1,8,99869,0,0,0,0,0,0,AR,,0,2,1,0,3,0.00,0.00,0.48,242.64,1
0,8,44,0,0,0,0,0,0,AR,0.67,1,1,1,0,2,68.43,0.00,27.11,34.29,1
2,14,34276,0,0,0,0,0,0,AR,,0,2,1,0,1,0.00,0.00,44.47,8.81,1
0,9,3139,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,8.05,73.81,1
0,16,65,0,5,0.018,0,0,0,AR,0.53,1,1,1,0,2,0.00,0.00,11.52,84.36,1
0,12,23373,0,0,0,0,0,0,AR,0.71,0,3,1,0,4,0.00,0.00,55.22,89.58,1
0,8,18705,0,3,0.001,0,0,3,AR,,1,1,1,0,1,0.00,0.00,39.72,94.86,1
0,9,2164,0,1,0.333,0,0,0,AR,,1,1,1,0,1,0.00,0.00,14.46,97.34,1
0,10,,0,0,0,0,0,0,AR,,0,2,1,0,2,0.00,0.00,21.41,210.40,1
0,14,3617,0,0,0,0,0,0,AR,0.56,0,2,1,0,2,0.00,0.00,47.92,28.44,1
1,10,9459,0,0,0,0,0,0,AR,,2,2,1,0,3,0.00,0.00,20.65,73.60,1
0,15,11144,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,22.10,76.45,1
0,19,39263,0,0,0,0,0,0,AR,0.56,0,1,1,0,1,0.00,0.00,73.25,43.24,1
0,19,,0,0,0,0,0,0,AR,0.42,0,1,1,0,1,0.00,0.00,88.55,71.65,1
0,13,25,0,0,0,0,0,0,AR,,1,2,2,0,1,0.00,0.00,88.00,104.20,1
0,18,30434,0,0,0,0,0,0,AR,0.58,0,1,1,0,1,0.00,0.00,94.41,47.41,1
0,5,340154,0,1,0,0,0,0,AR,,0,3,1,0,2,0.00,0.00,8.74,284.70,1
0,18,5530,0,0,0,0,0,0,AR,0.58,0,1,1,0,1,0.00,0.00,79.80,14.13,1
0,9,0,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,85.78,104.83,1
0,2,9784,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,7.06,126.59,1
0,10,14168,0,0,0,0,0,0,AR,,0,1,1,0,1,0.00,0.00,-1.00,76.41,1
0,7,381,12,0,0,0.001,12,0,AR,0.69,0,5,1,0,1,0.00,0.00,39.24,81.79,1
0,14,2043,2,0,0,0.058,2,0,AR,,1,1,1,0,1,0.00,0.00,90.83,97.81,1
0,8,100066,0,1,0.03,0,0,0,AR,0.71,1,2,1,0,3,0.00,0.00,59.39,242.51,1
1,3,535,0,0,0,0,0,0,AR,0.84,2,2,2,0,3,503.57,0.00,17.36,100.24,1
0,15,33936,0,1,0.002,0,0,1,AR,0.40,1,1,1,0,1,94.86,78.61,17.36,78.61,1
0,7,4709,0,0,0,0,0,0,AR,0.71,0,2,1,0,2,0.00,0.00,33.28,488.77,1
0,10,100037,0,0,0,0,0,0,AR,,1,1,1,0,2,0.00,0.00,39.13,289.97,1
0,17,33939,0,1,0.002,0,0,1,AR,0.36,1,1,1,0,1,173.47,78.61,11.46,78.61,1
0,17,17763,0,0,0,0,0,0,AR,,1,1,1,0,1,0.00,0.00,27.53,141.87,1
0,6,6,4,0,0,0.004,4,0,AR,0.71,0,6,1,0,1,0.00,0.00,45.02,205.60,1
0,18,23063,0,1,0,0,0,0,AR,0.38,0,5,1,0,1,0.00,0.00,24.66,32.31,1
0,19,42555,0,1,0,0,0,0,AR,0.36,0,5,1,0,1,0.00,0.00,52.12,28.95,1
2,16,565,0,0,0,0,0,0,AR,0.62,0,1,1,0,3,0.00,0.00,16.28,145.01,1
